nama_caleg,pasangan
"BUDDY TJATUR WIBOWO, S.T.",-
IMAM SANTOSO,-
"HJ. TIN ANGGINI, SE.",-
SUHARYO,-
"M.WASIS WIBOWO, ST.",-
M. HASYIM ARIF,-
TITIK INDAHYATI,-
IQBAL DWI SAPUTRA,-
MAYA ROSVITA INDRAWATI,-
Drs.. IDRUS ALWI,"HANIFA, MPd"
"RISKA DARA ANGGRAINI, SE","DARI PRIYONJO,SE"
MILLAH ALDILLAH ACHMAD,-
RIZAL AMINUDDIN,-
MIKO MULYANTO AKBAR,-
"ASTRID AMIDIA PUTRI HASYYATI, SH",-
"MUHAMAD ANAM, SH",-
FIRMAN DWI KRIATMOJO,-
ROHIMAH,-
LAILATUL KOMARIYAH,-
APRILIANA SUSILOWATI,-
IKA DJALADRIJANTI,-
"MOCHAMMAD HUSEN, SE. S.Sos, MM",-
"BAMBANG GATOT DJAJAPRANA, S.SOS",-
YUNITA SEPTY TAFRIJIYAH,-
"DRS.. H. MASRUR, M.SI",-
"KOSWARA PANDUWINATA, SH",-
EVELYNE CHRISTANTY,-
"SYAMSUDDIN, SH",-
ANDI EKA SYAHPUTRA,-
HENY HERYANA,-
"RITA SARTIKA, SE",-
"H.. MIFTAHUL ULUM, S.AG., M.SI.",-
"UMI ZAHROK, M.SI.",-
"LAILATUL QODRIYAH, S.S.",-
"HJ.. SITI AISYAH, S.H.",-
ABDUL GHOFUR,-
"MOCH. SYUKRILLAH, S.H., M.H.",-
"Ir.. AGUS JUI PURMAWAN, M.SI.",-
"ABDUL KHOBIR ALY, M.PD.I.",-
"NISWATUL MUBAROKAH, S.PD.I.",-
"KHUSIN ROMADLON, S.I.P.",-
H.. MOHAMMAD ROSUL,-
DENI PRASETYA,-
MOCH. EKSAN,-
SITI AMINAH,-
Drs.. HERY WIDIANTO,-
"HJ.. LULUK MASHLUCHAH, S.HI., MPd.I",-
ENNY RAHMAWATI,-
"ABDUL ROKHIM, SH.M.Si",-
ELY PUJIANI,-
"MOCHAMMAD HESAN, S.Psi., M.Sos",-
YUSUP EKODONO,-
MOCHAMMAD NASIR,-
ARROHMANSYAH FITRIA AYATULLAH,-
AGUS HAMDANI,-
"AHMAD JAINURI, SE",-
KHUSNUL KHOTIMAH,-
Ir.. HADI MULYONO,-
DESI ANGGRAINI,-
"ANGGA YULIANTO PRASETIA, S.E",-
JAMAL ABDULLAH,-
ABDUL MASKHUNI,-
SRI NAWANG WININGSIH,-
MUHAMAD DWI JATMIKO,-
CANBERRA CHIDLIR ERISTRALIA,-
"MIKO SALEH, SH",-
RACHMI WIDYAWATI,-
"IWAN HARY SURYAWAN, S. H.",-
"Drs. H. DODIEK SUTIKNO, MM",-
"TEE. JOELANDA DIANAWATI, S.E",-
"ALFIE RAHMAN, SE",-
"ALI MUTHOHIRIN, S.Sy.",-
KARTIKA WORO WARDHANI P,-
"WARSITO, SE.",-
"IRFAN MARTHADI TARASAKTI, S.H.",-
LILIS ANIK PURNAWATI,-
"H.AINUR RAFIQ SOPHIAAN, SE., M.SI",-
AGUS WIJAYA,-
RINI UTAMI,-
MOCH. SAIFUL HIDAYAT,-
MUSLIKHAH,-
"GERMAN ARIFIN PANJAITAN, SH. MH",LINA
RINI SONA,-
"YURIKE ARIYANTI, SE",-
"AGUS KUSWANTO, AMd",WIIM
ENDANG TRI HANDAYANI,-
WIDOWATI,KASIYADI
SRI SULARSTRI,-
"Dra.. SULIANA, MM",-
"Ir.. JANUARDIANTO, MSC",-
"RUDIANTO, S.Pd",-
Dra.. FARIDA,-
SUDARTO EKO WALUYO,-
BUDI SANTOSO,-
"AMBIWORO AMIRULLOH MACHRONI MUDA, SE",-
"JAMES TENGGAR ARIANTO, SE",-
AISYAH PRATIKA IMANTA,-
AHMAD ILMAN GAMA,-
EKO KUSWOYO,-
"RR. E S R DESLISETYAWATI, BA",-
"DIA NORARIS VANTIWARDANY, SE",-
LISA LARASATI,-
NANDA KUSUMA,-
TOMY WIBOWO,-
"DITA ROSARIA INDAH, SP",-
"RIKA ANDRIYANA, SE",-
"HIKMAH BAFAQIH, M.PD.",-
"H.. FATCHULLAH, S.H.",-
DRA. HJ.. KHOFIDAH,-
"H.. MUHAIMIN, DRS., M.T.",-
"JUNAIDI, S.PD.I.",-
"AHMAD ZAZULI, S.SOS.",-
"HJ.. LAILI ABIDAH, M.M.",-
"ANDIK SUPRIYANTO, S.E.",-
"Hj. JAJUK RENDRA KRESNA, S.E., M.M",-
H. ALI MUCHSIN,-
"ABDUL MAJID, S.Psi",-
SUWAJI,-
YOPI ADI PRASETYO,-
FARIKHATUL AZIZAH,-
SUHARTONO,-
ANANG SUBAGYO,-
YOSITA,-
EFTI MARIA SARI,-
MOHAMMAD NUR SOFIYAN,-
AFIF AFANDI,-
"CLEMENS HARY AGUS SUDIBYO, SE",-
AZIZATUL MAGHFIRO,-
"YUDHA RACHMAN WINARTO, ST, MT",-
"HERIBERTUS SUMARSO, SE",-
"HIKMATUS SOLICHA, S.IKOM",-
"MUZDALIFAH, SE",-
Ir.. AGUS MAULANA,-
"H. EDDY SUKATON SAPUTRA, SH.,SE.,MM.,MH",-
"Drs.. BAMBANG ANDJAR SOEPENO, SH., M.Si",-
"HARTITI PUDJI LESTARI, SH",-
Ir.. KOMARA ELUSIGIT WEKANTOMOJUDO,-
PURWITO,-
SUCI KUSMAWATI,-
EKO HADI IRAWAN SUGIANTO,-
JOKO WIYONO,-
"HELEN STORYNA RIFAI, SE",-
"R MOCHAMMAD ACHJADI, SH.",-
FARIDA MAIMUNAH WATI,-
"Ir.. H.M. HERI ROMADHON, MM.",-
HAWIN CHURIYATI,-
LILIA AYU ARIPIANI,-
Drs.. SUNAJI,-
"WIDA HARYANI, ST.",-
"Drs.. ZAINAL ARIFIN, M.Pd.",-
"ERNAWATI, SH",HARI PURNOMO.SH
YANTI PURWANTI,sujudi
Dr.. DYAH WIJAYANTI,-
BRIK ALATAS ( BOBBY),-
"GALIH WINDU PRAGASI, ST",-
"ADITYA TANJUNG SALOKA, SE",-
SITI MUNAWAROH,RIANTO
"AGUS SUNARYO, SSIT. MMar",-
ASTA MAHARANI PALUPI,-
MUHAMAD SIDIQ ASYHARI,-
BAMBANG RIANTO,-
MUCHAMAD MAKRUF,-
SULISTYORINI,-
NURUL FITHRIYAH,-
BAGUS PRASETIA LELANA,NUR HAYATI
"H.. KOIRUDIN, S.AG., M.SI.",-
"H.. AHMAD TAMIM, S.H.I., M.H.",-
Hj.. RIRIN EKOWATI AGUSTINA,-
MUHAMMAD MUGHNI,-
"HJ.. TATA TAQIYYATUZAHROH, S.S.I.",-
"SYAIFUL ANAM, S.Pd, M.Pd",-
"RATIH PUSPOWATI, S.H",-
"KARTIKA BUNGA REZKY, S.Ked.",-
"MUTHOWIF, SH, S.Pd.I, MH",-
PUTRI PERMATA MAYANGSARI,-
"ADHI NOTO SEMBODO, ST",-
KUSNIYAH,-
GRANTIKA PUJIANTO,-
MARSIANUS GALIH PRASETYO,-
SUTJIATI,-
"VILLA DIANATULLAH ARIFIN, SE",-
"BUDHI NOTOPROJO, ST",-
"INDAH SRI WULANDARI, S.E.",-
"SUHARDONO, SH",-
SITI ASIAH,-
"MALISA ARDIANI NUR WIJAYANTI, A. Md",-
RISWANJATI PRABOWO,-
"DR.. A.BASUKI BABUSSALAM, S.H., M.H.",-
ELIA FAUZI AGUSTIN,-
"CHRISTANTO WAHYU WIDODO, S.Sos.",-
HERU KRISDIANTO ES,-
ROY KURNIA IRAWAN,LENI SURYANINGSIH
LUTFI APRILIA,sandy
ANANG ZUNAEDI,-
"KHOIRUL ROJIKIN, SH",-
"FAJAR MAISARAH, S.PI, S,PI",-
"PRAYITNO, ST",-
"NUDYA KUNTUM KHOIREL ABIDAH, S.Pd",-
"LESTYAWATY. N, S.H",-
"Drs.. HARIJONO, SE. MM",-
"HJ. ENDAH SRI SUBEKTININGSIH, S.Pd",-
SRI HARTATIK,-
AHMAD CHOLIQ EFENDI,-
"S AZHARY, SE, MSC",-
LUTFIANI,-
ANDRIAS HANDOYO WIJAYA EDY,-
RADEN RORO ZANAS OKTAVIA IRFA,-
BUDI DARMAWAN,-
"H.. CHUSAINUDDIN, S.SOS.",-
"ERJIK BINTORO, S.H., M.H.",-
MUNASIR HUDA,-
"ABIDUR ROHMAN, S.PD.I.",-
SITI MAEMUNAH,-
H. MOH ABID UMAR,-
"Dr KH. TURMUDI ABROR, M.Pd",-
JENI ANGGRAENI,-
RADEN RORO DILLA DAMAYANTI,-
ITA WARSITABRATA,-
NUNIK ASIYAH,-
"ALI MUHTAR, S Pd",-
"BOWO NUGROHO, A. Md",-
ARYA MAULANA PRADANA,-
FITRIA SARI,-
"ALILA BACHSIN, S.Sos",-
Drs.. R. SUWASIS HADI,-
"ARVIKA RACHMAWATI, S.Pd.",-
MOH. FACHRUDIN,-
"DRA.EC.. NASYIATUL FARIDA, M.Si",-
"ACHMAD SEDYO UTOMO, ST.",-
PUJI ASTUTIK,-
HARIYADI,-
RULIN INDAH PERMATASARI,-
SRI HINDRANI MELATI,-
"YUZUAR DM, S.Ag",-
SRI UTAMI,SUDIBYO BASUKI
HERLINA MEYRA INDRAWATI,-
"AFRI LIANAWATI, SE",DJOKO
ACHMAD YANI,-
ERLYN DWI JUNIASTUTI,M. RIZAL HELIANSJAH
MOH. ZAMRONI,-
ISTAR DURORI,-
"ZULFAH NURULHIDAYATI, S.PD.I",-
ALFI JARIYAH,-
DIANA AMALIYAH VERAWATININGSIH,-
SOEKARMIATI,-
"ATOK KUSHARYANTO, SE",-
INGGRID ARIANI,-
DRA. MIRTHA LISTIAYU ETTY,-
ANDREAS HERU SISWANDONO,-
DIYAH PITALOKA,-
SUBIANTORO,-
WAHYU JATMIKO,-
"LIA WULANDARI, SE",-
"KHOLIQ, S.H., M.SI.",-
"TOMY CAHYO GUTOMO, S.E., M.I.P.",-
"HJ. SITI MUKIYARTI, S.AG., M.AG.",-
K.H.. KUSNI,-
BUDI AGUNG PURNOMO,-
"DIAN WAHYU PUTRI, S.PD.",-
"M. SYAMSUL HUDA, S.AG.",-
AHMAD SUBHI,-
ROSIDAH KURNIAWATI,-
DRS. SAIFULAH,-
"H. ISYAH ANSORI, S.SOS., M.SI.",-
SRI BINGAH TITI WILUJENG,-
"HABIB ASSEGAF, S.H., M.H",-
Ir. RUDHY IVAN NOOR,-
FABYANA WIJAYANTI,-
"H. TUGINO, S.H",-
"MIRZA ANANTA, S.Sos",-
LILIK MARDIANA,-
SUNARTO,-
FERIA ETIKAWATI,-
"ARI HERSOFIAWANUDIN, SH",-
IDA KUSUMANINGSIH,-
MUHAMMAD ZUNAIDI,-
"SUYATNI PRIASMORO, SH, MH",-
UMMI HABIBAH,-
"ENDRA PANJI ANURI, S.H.i",-
"SUPRIYANTI, Amd.Keb",-
DWI HARYANTO PRIYO UTOMO,-
WELAS ARSO,-
"RIDHANA SWASTIKA CHRESNA, S. Hub. Int.",-
RANU PRASTYA,-
DWI SETIAJI,-
"IVA KUMALASARI, S.IP.",-
AMIN MARINDO SOEKASA,-
"SOEGIYANTO, BSC. MM",-
JULI WIDYA ASTUTI,-
ANDRI PRASETYO,-
"WIDARTI DWI RISTANTI, S.E.",-
MH. SOLEH,-
MISDA ROCHIDAH,-
PARIDAH,MARIONO
"H. SYAHDILLAH, S.Sos, M.Si",-
Drs. SOLCHAN ROFIQ,-
"HARIYATI, S.Sos",-
"NOR FAJRI, SE",-
Drs. BAHRUDIN,-
"HERLINAWATI, SP",-
JASMIAH,-
LAILA IKRIMAH,-
"H. WINARTO, S.Pd.,M.Si.",-
"EKA ARIANI, S.Pd.I",-
APRIANSYAH,-
"GINA MARIATI, S.Sos,M.IP",-
H. MUKHSIN HAITA,-
"BAHRUL ILMI, S.ST",-
"HAMDI BN, SE,MM",-
"MARTHA LEVIANA, SE, Ak, CA, BKP",-
"M. HAMDI, DRS.H",-
"MUHAMMAD IKHWANUDDIN, SE",-
"YULIADI, SP",-
YULI PERMATA SARI,-
Ir. NUGROHO RIYADI,-
"SUMARDI MUHAMMAD NOOR, SH",-
"BASARIA RITONGA., SH",-
IR. ISKANDAR,-
EMI INDAHSARI,-
"DEKKI LAWANDERA, S.E",-
DRS. JASRIZAL,-
"H. ISHAK ALI AL MUTHAHAR, S.SOS., M.SI",-
"IRNETA BELA NOVITA, S.K.M",-
"SARIJAN, S.AG., M.PD.I",-
"HJ. SURYANI, M.Pd",-
"MUCHAMMAD FAIZ, ST",-
"MILDHA, S.E.",-
ANWAR SYADAD LUBIS,-
"SRI SUKMAWATI, S.Hut",BADRI
"LILIS CHAIRANI, S.Pdi",-
SY. RADIANSYAH ALHINDUAN,DEWI SUSIANA
MERRY RATNASARI,PUTRA PRAMANTA
HESTI WIDYASARI,-
SYARIF MUHAMAD ARIF BILLAH,-
FEBRIANDI DWIWARNA,-
JEHRI,-
"Drs.. JAFAR HUTAGAOL, M.Si",belum diisi
"YULIANA, A.Md.",-
"M. TOHIR, S.Sos., M.Si.",-
UMI MARTATI,-
"M. A. MUHAMMADYAH, S.H.",-
Ir. HERLIS HANDAYANI,-
HASAN BASRI,-
"Ir. SUHARJO, MMA",-
"L. LIFKOI VANTAR, S.H., HUM",-
"SULASTRI, S.Pd.",-
BASIT BAITURRAHIM,-
NASIR,-
IR. SUKANDAR ATMO,DRA. ERNI SRI PURNAMA
NGUMAR SULIYANTO,surtiyem
SAYYID ABDULLOH,-
"SANTI, S.H",-
MUHAJIR,-
"SYARIF AMIN MUHAMMAD, A.Md",-
"IWAN SURYA NEGARA, S.Sos",-
"Ir.. RUDHY BACHTIAR, M.Si",-
"TIA INDAHDIATI, S.Pi",-
"JOHN SUNG, S.Pd.K",-
Dra. ISRIYAH,-
ALMAWADDAH,-
IMANUDIN,ARIS MEGASARI
NUR AZIZAH,-
MARSIANA EFIFANIA LELLO,-
"EKO HARIONO, A.Md",-
"NIKEN TIA TANTINA, S. Hut",-
"ULIBASA MATONDANG, S.H",belum diisi
"LUKANUS LUKAS PASALIMA, S.H.",-
"HJ. NUR INDRAWATY, S.H.",-
"HASAN, S.Pd., M.M.",-
H. RUSLAN,-
"ALEKSANDER, S.Ag.",-
NOR FITRIANI,-
BAMBANG PRASETYA,-
RAJU CANDRA,-
FRANSISKA BETRIX,-
HERMAN,EEN
HERMANSYAH AMBON,-
U.EDWAR,-
AIDA,-
TIRA MARIANA,-
DARSO,-
HONORIUS YANCE,-
"ELIANTISNA, S.SOS",-
HADI HERDIANSYAH,-
"ENI LESTARI, SE",-
ERLITA,-
"Ir.. H. SURIANSYAH, MMA",-
ADY MARTHIAN,-
HEDA MAULUDIAN HAND,-
"TESANO, SH., MH",-
DARNI,-
RIMA MONIKA,-
ERNAWATI,-
"NUGRA IRIANTA DENASHURYA, BSBA., MM",-
"FIOSCAR EDWIND, S.Hut",ENDANG TRIANA
"IRMA VITA FURI., S.T.P",-
SAODAH,-
USA MALIKI,-
"dr. HJ. JULIARTI DJUHARDI ALWI, MPH",-
RUSZMINA,-
NOPITA HALWA,-
DAVID OENDOEN,-
"MELKY AQUINO AMBAR, Amd., Kep.",-
"MARIETHA LISA ROKUVAWATI, S.Sos.",-
"MISWADI, S.H.",-
SITI RAHMAWATI,-
MANUEL EKA PRIONO,ANASTASIA
DEWI,MASDAN BARUS
VERA PUSPITA SARI,-
"MARTINUS SUDARNO, SH",-
"SUPRIANTO, S.Th, M.Si",-
"MARIUS JANA, SH",-
"L.GUSTI RESANIKA, SE.MM",-
YULIA MERI,-
KOLOMBANUS HERIADI,-
"HENDRI MAKALUASC, A.Md., S.E., M.Th.",-
"H. ACHMAD ROCHANSYAH, S.H.",-
"GRACE IRSATH, A.Md",-
MUHAMDI,-
"Drs. H. GUSTI ARMAN, M.Si.",-
"SITI ZACHARA SYAHDAN, S.Pd.",-
"COK HENDRI RAMAPON, S.Sos.",-
"SYARIFAH APSAH, S.H.",-
LUSIA,-
KALSUM FEBRIYANTI,AKMAL. SE
LUNCONG,SELTIPIAWANI L.T
"NURMIMI, A.Ma.Pd",-
PARIZ JUSTITIA,-
"ISWANDI, A.Md",-
NUNUNG CAHYANI,-
ERFANDI,-
MARSELINA,-
MUTIARA WULANDARI,-
ALDOMORO,YOHANA MARIA DEWI
HAIRUN AHMAD,-
MIRAWATI,-
IKRAM,-
"ACHMAD SUTARMIN, S,HUT,MM",-
"EPHI SURIYANI, S.Sos",-
MARIA KONTESSA,-
"JANI, SH",-
"HARJUIS GEDIYUN, ST, M.Th",-
FREISCHA BALQIS PUTRI,-
RUDI TARUNA,-
"MARDOLIWATIE LANTIK, S.Pd.",-
GREGORIUS HERKULANUS BALA,-
PANJI WIJAYA,-
"H. MULYADI MY, S.Pi., M.MA.",-
"RIANTO, S.T.",-
KORNELIA PUTRI LANDHA,-
M. CHANDRA DJAMALUDDIN,-
"RAHMAN PAHWADI, S.Pd.",-
"SUSNAWATI, S.Pd",-
"HERIMATURIDA, S.Pd., M.Pd.",-
ASTRI IVO,======
MARYONO,BERNADETE SUSI
"ZULKARNAEN, SH",-
FITRIA,-
ISWANDI,-
MASNAINI,-
SUKARDI ACUN,APOLINARIS
UTIN RENI RAKHMAWATI,-
DEWI MARTA,-
ANTONIUS,LISA PURNAMASARI
NOVITA SARI,-
EVAN TRISNA WIJAYA,-
"ROSTINI HAGAWALTI, S.H., M.H.",-
HERONIMUS,-
"MAWARDI USMAN, S.H.",-
MARZUKI,-
"EMILIA, A.Md",-
"FIRMANSYAH, S.IP",-
RABIATUN,-
SY. HAIRUMAN,-
"USMAN, S.E",-
HANISYAH,-
"IZHAR SAFAWI, S.Pd.I",-
SUMARDI,-
"ARIN TRIANA, A.Ma",-
MELI DALINA,-
"A. KADIR, S.E",-
SYF. RIZEKIA ZULAIKHA ASSEGGAF,-
ERNAWATI,-
BIERHASANI R. WILADY,-
GUSTI RATU ERINA,-
"H. M. ROSEHAN NOOR BAHRI, S.H.",-
"HENDRA SETIA PERMANA, S.T",-
YULIANA,-
"Dra. HJ HERA FARINA, MM",-
MAHASINUL FATA,-
"HM. LUTFI SAIFUDDIN, S.Sos",-
"RAUDAH, S.Ag, M.Pd",-
"ASPIANOR, S.Ikom, SH, MH",-
MEYLINA BORNETA TITO,-
Drs. H.ABDUL MUNASIB HALIKE,-
HJ NOOR ASIAH,-
"SURIPNO SUMAS, SH,.MH, H",-
"SYAKERANI NASERI, DRS, KH",-
"MAHAYAH, DRA, HJ",-
MUHAMMAD SALEH YUSRAN,-
"CHAIRIL FUAD ZAIBA, DRS, MM.PD",-
"SRI HARTATI, HJ, SE",-
"HJ. HERNY HASANAH, BSC",-
SAYED ALWI AL NAFIS,-
"AKHMAD ZAINUDDIN DJAHRI, H, SE, ST",-
"HELDA LARASATY, HJ",-
"FITRIATI RANGKUTI, SE",-
"FRANSISCUS XAVERIUS RUDY, SE",-
"RATIH SETYORINI, SH",-
"LAODE BAHASANI,H, SH",-
"DHARMAWAN SINDUNATA, SE",-
Drs. SALMANI SULFANA. HS. H,-
PANJI HARJA WIBIKSANA,-
IRMA RUMAINAH,-
AHMAD FAJARULLAH,-
FATIMAH KHAIRUNISA,-
MUHAMMAD,-
AHMAD,-
RISNAWATI NURUL FAIZAH,-
A. VERANA DIAN RATNA KUSUMAWATI,-
"H. GUSTI ABIDINSYAH, S.Sos. MM",-
AGUS SALIM,-
Drs. MUHARRAM,-
"JIHAN HANIFHA, SH",-
"H. ASPIHANI IDERIS, MH",-
SARJONO,-
SUTINAH,-
"H. ABDUL KHAIR, S.Ag",-
MARIYA ULFAH,-
"H. JURJANI, Lc.",-
MUHAMMAD ZUHRIANSYAH,-
IR. DEAN RUFAIDA,-
"ASMARA YANTO, SH, H",-
AKHMAD ROZANIE HIMAWAN NUGRAHA,-
RAHMAD HIDAYAT,-
"DEWI HASDIANTI PUTRI, A.Md.Kep",-
M. HELMI,-
"HJ.NOOR JANNAH, S.Pd",-
ERWINA AGUSTINA,-
"R. BOTJE DOLLAR JUSMAN J,, IR",-
"ST. ZAINAB, S.Pd, M.M.Pd",-
"SYAMSUDDIN KALU, SE, ME",-
MUHAMMAD FIRDAUS,-
SITI NOORTITA AYU FEBRIA ROOSANI,-
H. A. ISHAK BHAKTI,-
"HJ. NELLYMUSTIKA WATI, S.Pd",-
H. SULAIMAN BIJARMI,-
"H.M.SAID HA, S.PD.I",-
"MUHAMMAD YUSUF, SE",-
SURIATUN HAFAZAH,-
"RAHMAWATI, S.Kom",-
"H. JAHRIAN, SE",-
"H. NOOR FAUZIE IBERAHIM, MM",-
FARIDA,-
"ANI NOURMALA, A.Md.Kom",-
BUNGA YULIANA,-
RINNA PARAMITHA,-
"SURYA ZULKAHFI, S.Sos",-
"SITI JULIA NORMAWATI ACHSANI, SE",-
Drs. H. MANSYAH SABRI,-
SYARIFUDDIN,-
PRIMA MELINDA,-
ERIZA ALFISAH,-
ISNAWATI,-
"H. M. IZHAR MARZUKI, SE",-
"HJ ERMA SYAHRIANI, SH",-
"YAZIDIE FAUZI, IR",-
HABIB MUSA ASSEGAF,-
IR. DEWI ISRANIATI,-
"MARNO, SE,. MM",-
"RINI PUSPA SARI, SE",-
YULIA,-
"ERNAWATI, SE,MM",-
"DRA. ERNA SURIYANI, M.AP",-
ILMI,-
H. IBERAHIM NOOR,-
"Dr. Ir. H. HARUN NURASID, MM, MT",-
"SINDI AMALIA AZHARI, SE",-
"A, DJAMHARI",-
HUSIN AWSY,-
"RIMA RIYANTI, SH",-
"R.BONNYKE BANNY JUSBANY, ST",-
"AFDIANNOOR RAHMANATA, S.Pt",-
"GUSTI EKA SHOFIA, A.Md",-
SUPARTO RUSLAN,-
ERFINA DEWI,SOEANDI GERSON BATARA
"I MADE BAGIA, SE",-
SYAIPUL RAHMADI,-
SANIAH M. R,-
"H. KUSMA YUDHA, S.AP",-
HERTINA RAKHMAWATI,-
ERNILA,-
SRI MURDIATI ASNANIAH,-
"HAMSYURI, SH",-
H. RISDIANTO HALENG HB,-
RITA SEPRIYANI,-
M. JAINI. A.S,-
Drs. H. MUCHLISI DAI,-
dr. WIDIYANTI NINGSIH,-
YESSI WULANDARI,-
YUNUS,-
ANDI TANRANG ALIDRUS,-
HUSNI KHAIRUL FAHMI,-
FITRIAH,-
"MUDJIONO, S.Hut",-
"IR. AHMAD SUGIANNOR, M.S",-
"ERMAWATI, S.I.Kom",-
PURYANTO,-
"DWI INDRAWATI, S.S",-
TATA SELAMET SENTOSA,-
"HJ. MARIANA, S.AB, MM",-
ARIS GUNAWAN,-
AGUS BUDI TRIONO,-
Dra. NANIK ROHMAH FADHILLAH,-
"H. MULYADI YASIN, S.Sos",-
"MAHMET ARUS BIBARITO, SE",-
H. RAKHMADI NOOR,-
"RETNA KARTIKA PURWANTI, S.Pd, M.Pd",-
M. ILHAM HUSAINI,-
"SURYADI ARIYANTO, SE, M.AP",-
GUSTI MIFTAHUL CHOTIMAH,-
H.NAZARULLAH TRI WIBOWO,-
"ACHMAD TASAJI, S.Pd",-
"ADAM KHRISNA FEBRIAN, SH",-
YUYUT FARADIBA,-
JOKO NURCAHYO,-
KARMILAWATI,-
SUTADI HARYANTO,-
"FRIDA YUNEWATY KALAWA, SE",-
"H. MADIAN, S.Sos",-
LINA SATI DIANA,-
Drs. H. ABDUL MUNIR SIREGAR,-
INNA RAHMA N,-
Ir.. WALENSTEIN CHARLES SINAR,-
"WIWIET AFRILIA, SH",EDY RAHMAT
"RINI ARFIANA, SPD",-
"NURUL MUSTAFA, SPD",-
DEWI SAPALA SARTIKA,-
I MADE HISKIA,-
"H. MUHAMMAD SRIOSAKO, S.Sos, M.H",-
WARDI,-
IDA RAHAYU,-
"JAGAU IBUNG BANGAS, S.Sos",-
"WILHAN ROEBERT DOHONG, ST, M.AP",-
"PASKADIANAE, S.Pd",-
"RIO FERNANDO, ST",-
DEMUD ANGGEN,-
YULIANTIE,-
ROBERT STEPANUS TUWAN,-
"R. ANGGORO D. PURNOMO, SE",-
"NATALIA, ST",-
"Pdt. Dr.. P. LANTAS SINAGA, SE., M.Th",-
"LELY HENDRAWATI TUNDANG, SS.",-
"Ir. DARWISEM SIGAN TAWAY, MT",-
ARNIE,-
"DEMONA FESTARIA, A.Md",-
"DIU HUSAINI, SH., MM.",-
"LUKAS SUDER POSSY, SH",-
SOPHIA FLORACIA,-
"KORNELIS S. MATAN, SH",-
"EVI KAHAYANTI, S.Sos",-
KADARIANSYAH,-
"MARTHEN BEDAH, S.Sos",-
MASHUR BACHSIN,-
"BAMA ADIYANTO, SH",-
"SENGKON, SE",-
M. AMRULLAH HADI,-
TAMLINNOR H. MATDJAM,-
"AULIA SYAFARIN, SE",-
"WIWIK YUSTIKARTINI, SE,.M.Si",-
UMMI HAFILDA RAMADHANI,-
H. RIJALI,HJ. NORIPAH
"DJOKO SUMANTRI, SE","NURSALI, SPD"
NOR LISDAYANTI,SYAIFULLAH
RINY SARI,ANDRI SUSILO
YENI MARIA MARSELINA KAHTA,-
"SUWARNO, SE",-
"H. HALIM, SE",-
DANI RAKHMAN,-
AGNES AMALIA PUTRI,-
SUJOSO TOTOK HARYANTO,-
"MUHAMMAD NUR ABRAR, SIP",-
"IRA TUTI SISILIA, S.Pd",-
EKA PUTRI PERTIWI,-
"RANU WIJAYA, SH",-
HARI RAHMAD PANCA SETIA,-
"ALFONSIUS MAURITS DOMPAS, S.T.,M.Si",-
TIKA SAPTA MILASARI,-
TUNJANG S.S JOHANNIS,-
"Drs. WERHAN ASMIN, SH.,MH.,M.DIV",-
DEVI SULISTIA NINGTYAS,-
"YOSAPATASI, SE.",-
CONNY BILLEM,-
"SITI ATIKAH, S.Pd",-
"ERNAWATI, S.Sos",-
ARMADANI,-
SABARIAH,-
"JIMIN, SH",-
"DESI HERCULES, SH, MH",-
"IRMA LIDI, ST",-
"TAJI PRANITO, SPd",-
EVI MAYA NATALIA,-
EMMA PURNAMASARI,-
"HERI SANTOSO, ST",-
"JAYA WIJAYANTO, S.Hut",-
KRISTINAWATI,-
"NARISA AANADWANTI TAWAY, SH",-
ALI SUANTO,-
"H. MUGENI, SH, MH.",-
"BASUKIHAYU NUR CHANIEQ SRI, S.E",SUGENG SAPUTRA
MURNI SIAGIAN,JAGA INTAN SIMAMORA
"SAMSUNI, S.Pd",-
DRS.. ASIA,-
HJ. NORFAH,-
RULANTO,-
NUR ASIAH,-
H. JIMMY CARTER,-
"IRFAN REZA ERLANDA, SE",-
ERVINA RUSANDI,-
SISWANDI,-
RUSITHA,-
M. SUNWANI PESEL,-
MERIKA SOSILA,-
"H. ABDUL HALIM, SE",-
Ir. DANDORASANO SUMMAD,-
"H. APRIAN NOOR, S.Sos",-
HERIADI,-
"DAYA LELONO GANDRUNG, SH.",-
"DANA PANCAR ASIHAY, SH",-
HAIRI,-
"ADRISUSENO, SE",-
"EDE IRMA SURIANI, S.Pd",-
"JOHN HERI MARJONO, SH.",-
HETHY SATRIYANI,-
ENDANG NASARI,-
"H. PURMAN JAYA, S.Sos",-
"SANGKURUN ALEX, ST, MT",-
MIWANSYAH,-
RAHMAWATI,-
"IRAWAN, SE",-
SAMPURNA IRAWAN,-
ENDANG INDAH PURWASIH,Munawir
"YULIANA SOFIA, SE",-
ARIUS WIDODO RASAT,-
"HATTA SETIA, SE",-
RAMILAH,"H.M. SAAD ARPANI, RH, SE"
"H. AKHMADSYAH GIFFARY, SH, MH",FULANAH
"JAMIATUL KOBRAH, SARJANA EKONOMI",RUSMADI
HASANUDDIN NASUTION,-
TATI SUMARNI,-
Drs. PUNDING LADEWIQ H. BANGKAN,-
"AMBENG DEDDY OKTAVIANUS, SH",-
OLVA YANTI,-
SINTA K. YETSI,-
"MELYO U. SAWANG, SH",-
"Ir. H. MUHAJIRIN, MP",-
